id,transaction_id,priority,status,reason,created_step,unread,contact
RC00000988,TX0000094991,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,503,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000989,TX0000095149,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,661,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000990,TX0000095186,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,698,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000991,TX0000095307,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,75,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000992,TX0000095344,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,112,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000993,TX0000095492,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,260,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000994,TX0000095613,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,381,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000995,TX0000095724,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,492,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000996,TX0000095761,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,529,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000997,TX0000095919,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,687,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000998,TX0000095956,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,724,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000999,TX0000096077,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,101,1,Risk operations review requested for elevated merchant and amount pattern.
RC00001000,TX0000096114,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,138,1,Risk operations review requested for elevated merchant and amount pattern.
RC00001001,TX0000096262,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,286,1,Risk operations review requested for elevated merchant and amount pattern.
RC00001002,TX0000096383,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,407,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00001003,TX0000096494,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,518,1,Risk operations review requested for elevated merchant and amount pattern.
RC00001004,TX0000096531,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,555,1,Risk operations review requested for elevated merchant and amount pattern.
RC00001005,TX0000096689,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,713,1,Risk operations review requested for elevated merchant and amount pattern.
RC00001006,TX0000096726,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,6,1,Risk operations review requested for elevated merchant and amount pattern.
RC00001007,TX0000096847,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,127,1,Risk operations review requested for elevated merchant and amount pattern.
RC00001008,TX0000096884,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,164,1,Risk operations review requested for elevated merchant and amount pattern.
RC00001009,TX0000097032,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,312,1,Risk operations review requested for elevated merchant and amount pattern.
RC00001010,TX0000097106,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,386,1,Risk operations review requested for elevated merchant and amount pattern.
RC00001011,TX0000097153,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,433,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00001012,TX0000097264,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,544,1,Risk operations review requested for elevated merchant and amount pattern.
RC00001013,TX0000097301,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,581,1,Risk operations review requested for elevated merchant and amount pattern.
RC00001014,TX0000097459,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,739,1,Risk operations review requested for elevated merchant and amount pattern.
RC00001015,TX0000097496,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,32,1,Risk operations review requested for elevated merchant and amount pattern.
RC00001016,TX0000097654,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,190,1,Risk operations review requested for elevated merchant and amount pattern.
RC00001017,TX0000097795,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,331,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00001018,TX0000097802,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,338,1,Risk operations review requested for elevated merchant and amount pattern.
RC00001019,TX0000097876,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,412,1,Risk operations review requested for elevated merchant and amount pattern.
RC00001020,TX0000097923,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,459,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00001021,TX0000098034,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,570,1,Risk operations review requested for elevated merchant and amount pattern.
RC00001022,TX0000098071,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,607,1,Risk operations review requested for elevated merchant and amount pattern.
RC00001023,TX0000098229,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,21,1,Risk operations review requested for elevated merchant and amount pattern.
RC00001024,TX0000098266,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,58,1,Risk operations review requested for elevated merchant and amount pattern.
RC00001025,TX0000098424,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,216,1,Risk operations review requested for elevated merchant and amount pattern.
RC00001026,TX0000098572,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,364,1,Risk operations review requested for elevated merchant and amount pattern.
RC00001027,TX0000098646,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,438,1,Risk operations review requested for elevated merchant and amount pattern.
RC00001028,TX0000098683,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,475,1,Risk operations review requested for elevated merchant and amount pattern.
RC00001029,TX0000098693,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,485,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00001030,TX0000098804,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,596,1,Risk operations review requested for elevated merchant and amount pattern.
