case_id,action_type,action_detail,status
RC00000963,Manual review,Review USD 4036.80 transaction before release.,recommended
RC00000963,Write risk note,Persist cluster_RING_143 as an elevated-risk signal.,recommended
RC00000964,Hold transaction,Keep USD 1376.00 held pending fraud-ops review.,recommended
RC00000964,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000964,Write pattern memory,Persist cluster_RING_144 as a future recall signal.,recommended
RC00000965,Hold transaction,Keep USD 7317.00 held pending fraud-ops review.,recommended
RC00000965,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000965,Write pattern memory,Persist cluster_RING_145 as a future recall signal.,recommended
RC00000966,Manual review,Review USD 1490.00 transaction before release.,recommended
RC00000966,Write risk note,Persist cluster_RING_146 as an elevated-risk signal.,recommended
RC00000967,Manual review,Review USD 1575.00 transaction before release.,recommended
RC00000967,Write risk note,Persist cluster_RING_147 as an elevated-risk signal.,recommended
RC00000968,Manual review,Review USD 614.80 transaction before release.,recommended
RC00000968,Write risk note,Persist cluster_RING_148 as an elevated-risk signal.,recommended
RC00000969,Manual review,Review USD 868.50 transaction before release.,recommended
RC00000969,Write risk note,Persist cluster_RING_149 as an elevated-risk signal.,recommended
RC00000970,Manual review,Review USD 4372.80 transaction before release.,recommended
RC00000970,Write risk note,Persist cluster_RING_150 as an elevated-risk signal.,recommended
RC00000971,Hold transaction,Keep USD 1936.00 held pending fraud-ops review.,recommended
RC00000971,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000971,Write pattern memory,Persist cluster_RING_151 as a future recall signal.,recommended
RC00000972,Manual review,Review USD 2601.50 transaction before release.,recommended
RC00000972,Write risk note,Persist cluster_RING_152 as an elevated-risk signal.,recommended
RC00000973,Hold transaction,Keep USD 7947.00 held pending fraud-ops review.,recommended
RC00000973,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000973,Write pattern memory,Persist cluster_RING_153 as a future recall signal.,recommended
RC00000974,Manual review,Review USD 1840.00 transaction before release.,recommended
RC00000974,Write risk note,Persist cluster_RING_154 as an elevated-risk signal.,recommended
RC00000975,Manual review,Review USD 1869.00 transaction before release.,recommended
RC00000975,Write risk note,Persist cluster_RING_155 as an elevated-risk signal.,recommended
RC00000976,Manual review,Review USD 985.80 transaction before release.,recommended
RC00000976,Write risk note,Persist cluster_RING_156 as an elevated-risk signal.,recommended
RC00000977,Manual review,Review USD 1183.50 transaction before release.,recommended
RC00000977,Write risk note,Persist cluster_RING_157 as an elevated-risk signal.,recommended
RC00000978,Manual review,Review USD 1348.80 transaction before release.,recommended
RC00000978,Write risk note,Persist cluster_RING_158 as an elevated-risk signal.,recommended
RC00000979,Hold transaction,Keep USD 4096.00 held pending fraud-ops review.,recommended
RC00000979,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000979,Write pattern memory,Persist cluster_RING_159 as a future recall signal.,recommended
RC00000980,Manual review,Review USD 4086.50 transaction before release.,recommended
RC00000980,Write risk note,Persist cluster_RING_160 as an elevated-risk signal.,recommended
RC00000981,Manual review,Review USD 3190.00 transaction before release.,recommended
RC00000981,Write risk note,Persist cluster_RING_161 as an elevated-risk signal.,recommended
RC00000982,Manual review,Review USD 3003.00 transaction before release.,recommended
RC00000982,Write risk note,Persist cluster_RING_162 as an elevated-risk signal.,recommended
RC00000983,Manual review,Review USD 2416.80 transaction before release.,recommended
RC00000983,Write risk note,Persist cluster_RING_163 as an elevated-risk signal.,recommended
RC00000984,Manual review,Review USD 2398.50 transaction before release.,recommended
RC00000984,Write risk note,Persist cluster_RING_164 as an elevated-risk signal.,recommended
RC00000985,Manual review,Review USD 5887.00 transaction before release.,recommended
RC00000985,Write risk note,Persist cluster_RING_165 as an elevated-risk signal.,recommended
RC00000986,Hold transaction,Keep USD 4656.00 held pending fraud-ops review.,recommended
RC00000986,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000986,Write pattern memory,Persist cluster_RING_166 as a future recall signal.,recommended
RC00000987,Manual review,Review USD 4471.50 transaction before release.,recommended
RC00000987,Write risk note,Persist cluster_RING_167 as an elevated-risk signal.,recommended
RC00000988,Manual review,Review USD 4183.00 transaction before release.,recommended
RC00000988,Write risk note,Persist cluster_RING_168 as an elevated-risk signal.,recommended
RC00000989,Manual review,Review USD 3540.00 transaction before release.,recommended
RC00000989,Write risk note,Persist cluster_RING_169 as an elevated-risk signal.,recommended
RC00000990,Manual review,Review USD 3297.00 transaction before release.,recommended
RC00000990,Write risk note,Persist cluster_RING_170 as an elevated-risk signal.,recommended
RC00000991,Manual review,Review USD 2787.80 transaction before release.,recommended
RC00000991,Write risk note,Persist cluster_RING_171 as an elevated-risk signal.,recommended
RC00000992,Manual review,Review USD 2713.50 transaction before release.,recommended
RC00000992,Write risk note,Persist cluster_RING_172 as an elevated-risk signal.,recommended
RC00000993,Manual review,Review USD 1477.00 transaction before release.,recommended
RC00000993,Write risk note,Persist cluster_RING_173 as an elevated-risk signal.,recommended
RC00000994,Hold transaction,Keep USD 6816.00 held pending fraud-ops review.,recommended
RC00000994,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000994,Write pattern memory,Persist cluster_RING_174 as a future recall signal.,recommended
RC00000995,Manual review,Review USD 1006.50 transaction before release.,recommended
RC00000995,Write risk note,Persist cluster_RING_175 as an elevated-risk signal.,recommended
RC00000996,Manual review,Review USD 1222.00 transaction before release.,recommended
RC00000996,Write risk note,Persist cluster_RING_176 as an elevated-risk signal.,recommended
RC00000997,Manual review,Review USD 4890.00 transaction before release.,recommended
RC00000997,Write risk note,Persist cluster_RING_177 as an elevated-risk signal.,recommended
RC00000998,Manual review,Review USD 651.00 transaction before release.,recommended
RC00000998,Write risk note,Persist cluster_RING_178 as an elevated-risk signal.,recommended
RC00000999,Manual review,Review USD 4218.80 transaction before release.,recommended
RC00000999,Write risk note,Persist cluster_RING_179 as an elevated-risk signal.,recommended
RC00001000,Manual review,Review USD 3928.50 transaction before release.,recommended
RC00001000,Write risk note,Persist cluster_RING_180 as an elevated-risk signal.,recommended
RC00001001,Manual review,Review USD 1967.00 transaction before release.,recommended
RC00001001,Write risk note,Persist cluster_RING_181 as an elevated-risk signal.,recommended
RC00001002,Hold transaction,Keep USD 7376.00 held pending fraud-ops review.,recommended
RC00001002,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00001002,Write pattern memory,Persist cluster_RING_182 as a future recall signal.,recommended
RC00001003,Manual review,Review USD 1391.50 transaction before release.,recommended
RC00001003,Write risk note,Persist cluster_RING_183 as an elevated-risk signal.,recommended
RC00001004,Manual review,Review USD 1551.00 transaction before release.,recommended
RC00001004,Write risk note,Persist cluster_RING_184 as an elevated-risk signal.,recommended
RC00001005,Manual review,Review USD 740.00 transaction before release.,recommended
RC00001005,Write risk note,Persist cluster_RING_185 as an elevated-risk signal.,recommended
RC00001006,Manual review,Review USD 945.00 transaction before release.,recommended
RC00001006,Write risk note,Persist cluster_RING_186 as an elevated-risk signal.,recommended
RC00001007,Manual review,Review USD 4589.80 transaction before release.,recommended
RC00001007,Write risk note,Persist cluster_RING_187 as an elevated-risk signal.,recommended
RC00001008,Manual review,Review USD 4243.50 transaction before release.,recommended
RC00001008,Write risk note,Persist cluster_RING_188 as an elevated-risk signal.,recommended
RC00001009,Manual review,Review USD 3857.00 transaction before release.,recommended
RC00001009,Write risk note,Persist cluster_RING_189 as an elevated-risk signal.,recommended
RC00001010,Manual review,Review USD 3666.00 transaction before release.,recommended
RC00001010,Write risk note,Persist cluster_RING_190 as an elevated-risk signal.,recommended
RC00001011,Hold transaction,Keep USD 2336.00 held pending fraud-ops review.,recommended
RC00001011,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00001011,Write pattern memory,Persist cluster_RING_191 as a future recall signal.,recommended
RC00001012,Manual review,Review USD 2876.50 transaction before release.,recommended
RC00001012,Write risk note,Persist cluster_RING_192 as an elevated-risk signal.,recommended
RC00001013,Manual review,Review USD 2820.00 transaction before release.,recommended
RC00001013,Write risk note,Persist cluster_RING_193 as an elevated-risk signal.,recommended
RC00001014,Manual review,Review USD 2090.00 transaction before release.,recommended
RC00001014,Write risk note,Persist cluster_RING_194 as an elevated-risk signal.,recommended
RC00001015,Manual review,Review USD 2079.00 transaction before release.,recommended
RC00001015,Write risk note,Persist cluster_RING_195 as an elevated-risk signal.,recommended
RC00001016,Manual review,Review USD 1408.50 transaction before release.,recommended
RC00001016,Write risk note,Persist cluster_RING_196 as an elevated-risk signal.,recommended
RC00001017,Hold transaction,Keep USD 20976.00 held pending fraud-ops review.,recommended
RC00001017,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00001017,Write pattern memory,Persist cluster_RING_197 as a future recall signal.,recommended
RC00001018,Manual review,Review USD 4347.00 transaction before release.,recommended
RC00001018,Write risk note,Persist cluster_RING_198 as an elevated-risk signal.,recommended
RC00001019,Manual review,Review USD 4030.00 transaction before release.,recommended
RC00001019,Write risk note,Persist cluster_RING_199 as an elevated-risk signal.,recommended
