case_id,score,confidence,narrative,payload_json,resolved_payload_json
RC00000930,91,0.9100,High-confidence fraud investigation for RC00000930; keep the transaction held and open dispute workflow.,"{""score"":91,""confidence"":0.91,""ring"":""RING-170"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000931,57,0.7800,Elevated-risk investigation for RC00000931; keep under review pending confirmation.,"{""score"":57,""confidence"":0.78,""ring"":""RING-171"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000932,57,0.7800,Elevated-risk investigation for RC00000932; keep under review pending confirmation.,"{""score"":57,""confidence"":0.78,""ring"":""RING-172"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000933,88,0.9100,High-confidence fraud investigation for RC00000933; keep the transaction held and open dispute workflow.,"{""score"":88,""confidence"":0.91,""ring"":""RING-173"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000934,52,0.7800,Elevated-risk investigation for RC00000934; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-174"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000935,52,0.7800,Elevated-risk investigation for RC00000935; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-175"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000936,51,0.7800,Elevated-risk investigation for RC00000936; keep under review pending confirmation.,"{""score"":51,""confidence"":0.78,""ring"":""RING-176"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000937,52,0.7800,Elevated-risk investigation for RC00000937; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-177"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000938,90,0.9100,High-confidence fraud investigation for RC00000938; keep the transaction held and open dispute workflow.,"{""score"":90,""confidence"":0.91,""ring"":""RING-178"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000939,56,0.7800,Elevated-risk investigation for RC00000939; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-179"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000940,51,0.7800,Elevated-risk investigation for RC00000940; keep under review pending confirmation.,"{""score"":51,""confidence"":0.78,""ring"":""RING-180"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000941,88,0.9100,High-confidence fraud investigation for RC00000941; keep the transaction held and open dispute workflow.,"{""score"":88,""confidence"":0.91,""ring"":""RING-181"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000942,54,0.7800,Elevated-risk investigation for RC00000942; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-182"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000943,54,0.7800,Elevated-risk investigation for RC00000943; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-183"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000944,54,0.7800,Elevated-risk investigation for RC00000944; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-184"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000945,54,0.7800,Elevated-risk investigation for RC00000945; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-185"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000946,94,0.9100,High-confidence fraud investigation for RC00000946; keep the transaction held and open dispute workflow.,"{""score"":94,""confidence"":0.91,""ring"":""RING-186"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000947,54,0.7800,Elevated-risk investigation for RC00000947; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-187"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000948,92,0.9100,High-confidence fraud investigation for RC00000948; keep the transaction held and open dispute workflow.,"{""score"":92,""confidence"":0.91,""ring"":""RING-188"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000949,55,0.7800,Elevated-risk investigation for RC00000949; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-189"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000950,95,0.9100,High-confidence fraud investigation for RC00000950; keep the transaction held and open dispute workflow.,"{""score"":95,""confidence"":0.91,""ring"":""RING-190"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000951,54,0.7800,Elevated-risk investigation for RC00000951; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-191"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000952,54,0.7800,Elevated-risk investigation for RC00000952; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-192"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000953,53,0.7800,Elevated-risk investigation for RC00000953; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-193"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000954,53,0.7800,Elevated-risk investigation for RC00000954; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-194"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000955,93,0.9100,High-confidence fraud investigation for RC00000955; keep the transaction held and open dispute workflow.,"{""score"":93,""confidence"":0.91,""ring"":""RING-195"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000956,53,0.7800,Elevated-risk investigation for RC00000956; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-196"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000957,91,0.9100,High-confidence fraud investigation for RC00000957; keep the transaction held and open dispute workflow.,"{""score"":91,""confidence"":0.91,""ring"":""RING-197"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000958,57,0.7800,Elevated-risk investigation for RC00000958; keep under review pending confirmation.,"{""score"":57,""confidence"":0.78,""ring"":""RING-198"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000959,52,0.7800,Elevated-risk investigation for RC00000959; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-199"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000960,56,0.7800,Elevated-risk investigation for RC00000960; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-140"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000961,56,0.7800,Elevated-risk investigation for RC00000961; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-141"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000962,56,0.7800,Elevated-risk investigation for RC00000962; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-142"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000963,56,0.7800,Elevated-risk investigation for RC00000963; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-143"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000964,88,0.9100,High-confidence fraud investigation for RC00000964; keep the transaction held and open dispute workflow.,"{""score"":88,""confidence"":0.91,""ring"":""RING-144"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000965,95,0.9100,High-confidence fraud investigation for RC00000965; keep the transaction held and open dispute workflow.,"{""score"":95,""confidence"":0.91,""ring"":""RING-145"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000966,54,0.7800,Elevated-risk investigation for RC00000966; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-146"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000967,54,0.7800,Elevated-risk investigation for RC00000967; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-147"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000968,53,0.7800,Elevated-risk investigation for RC00000968; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-148"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000969,53,0.7800,Elevated-risk investigation for RC00000969; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-149"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000970,58,0.7800,Elevated-risk investigation for RC00000970; keep under review pending confirmation.,"{""score"":58,""confidence"":0.78,""ring"":""RING-150"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000971,87,0.9100,High-confidence fraud investigation for RC00000971; keep the transaction held and open dispute workflow.,"{""score"":87,""confidence"":0.91,""ring"":""RING-151"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000972,54,0.7800,Elevated-risk investigation for RC00000972; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-152"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000973,95,0.9100,High-confidence fraud investigation for RC00000973; keep the transaction held and open dispute workflow.,"{""score"":95,""confidence"":0.91,""ring"":""RING-153"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
